"month","year","site_code","pCH4_uatm","CH4_uM","pCO2_uatm","CO2_uM","pN2O_uatm","N2O_uM"
9,2017,"COMO",7.61,0.0235,339,28.4,0.278,0.018
10,2017,"COMO",3.16,0.011,390,37.7,0.223,0.017
11,2017,"COMO",0.01,0,297,30,0.145,0.012
12,2017,"COMO",4.69,0.017,605,59.7,0.338,0.027
1,2018,"COMO",4.83,0.017,1270,125.5,0.427,0.034
2,2018,"COMO",2.17,0.008,740,74.6,0.172,0.014
3,2018,"COMO",0.67,0.002,666,66.7,0.17,0.014
4,2018,"COMO",2.32,0.008,781,77.9,0.158,0.013
5,2018,"COMO",2.07666666666667,0.00733333333333333,643.666666666667,61.4,0.493666666666667,0.0373333333333333
6,2018,"COMO",2.56,0.00785714285714286,648.428571428571,51.9142857142857,1.008,0.0638571428571429
7,2018,"COMO",4.935,0.01425,788,59.2,0.37,0.0215
8,2018,"COMO",7.53666666666667,0.0223333333333333,718,55.9,0.318,0.019
9,2018,"COMO",13.425,0.039,957.5,73.45,0.9505,0.0565
10,2018,"COMO",3.72,0.013,790,77.8,0.592,0.047
11,2018,"COMO",0.48,0.002,812,80.7,0.424,0.034
12,2018,"COMO",1.97,0.007,583,57.8,0.296,0.023
1,2019,"COMO",6.22,0.023,936,94.3,0.58,0.047
2,2019,"COMO",2.24,0.008,591,60,0.308,0.025
3,2019,"COMO",3.07,0.011,1126,111.7,0.38,0.03
4,2019,"COMO",2.87,0.01,1166,116,0.392,0.031
5,2019,"COMO",1.26333333333333,0.00466666666666667,844.333333333333,83.5666666666667,0.354666666666667,0.028
6,2019,"COMO",1.06428571428571,0.00357142857142857,491,44.6,0.384142857142857,0.0277142857142857
7,2019,"COMO",2.575,0.0075,599,45.675,0.54,0.03175
8,2019,"COMO",6.58666666666667,0.0196666666666667,603.333333333333,46.3,0.848666666666667,0.05
9,2019,"COMO",4.04,0.0125,498.5,41.65,0.32,0.021
10,2019,"COMO",5.26,0.019,499,49.6,0.364,0.029
11,2019,"COMO",2.6,0.009,577,56.8,0.312,0.025
12,2019,"COMO",0.6,0.002,591,59.3,0.275,0.022
1,2020,"COMO",3.58,0.013,685,68.4,0.299,0.024
2,2020,"COMO",0.89,0.003,683,67.9,0.301,0.024
3,2020,"COMO",3.41,0.012,865,85.7,0.34,0.027
6,2020,"COMO",1.885,0.006,585,48.3166666666667,0.724666666666667,0.0465
7,2020,"COMO",2.87666666666667,0.00833333333333333,616,46.4,0.629833333333333,0.0363333333333333
8,2020,"COMO",8.90333333333333,0.0256666666666667,748.666666666667,56.5333333333333,1.03366666666667,0.0603333333333333
9,2020,"COMO",3.525752091,0.0114817895,593.0735587,52.48386962,0.856045781,0.0595519195
10,2020,"COMO",3.575703389,0.012445272,665.2928296,63.08628958,0.728448719,0.054796703
11,2020,"COMO",1.338324693,0.004814084,1128.860265,111.5930555,0.555672452,0.043803469
12,2020,"COMO",3.881342093,0.013938774,1232.657428,121.7365564,0.620057154,0.048851475
3,2021,"COMO",3.093461658,0.011297877,1956.760079,196.5285598,0.401381578,0.032159765
4,2021,"COMO",4.824271755,0.017519984,2231.003381,222.8117726,0.360637122,0.02873265
5,2021,"COMO",2.1685984925,0.0078691685,2307.437646,230.2295264,0.7435197925,0.059167313
6,2021,"COMO",1.17239837042857,0.00388503157142857,609.9823202,51.1067180771429,0.540506566714286,0.0355136078571429
7,2021,"COMO",2.5837897775,0.0074691315,630.963571175,47.6506464825,0.5261867045,0.03068713325
8,2021,"COMO",4.99470839966667,0.0147274713333333,612.229278666667,47.07537569,0.379631777,0.0228566186666667
9,2021,"COMO",3.165840886,0.010175968,600.44450445,50.306185165,0.552632421,0.035308305
10,2021,"COMO",3.086759145,0.011004783,547.946974,53.22265334,0.211915948,0.016328825
11,2021,"COMO",2.976116408,0.010572939,657.0076981,63.88791067,0.58225455,0.045041032
12,2021,"COMO",6.834671064,0.024996802,1625.082608,163.4474869,0.442899911,0.035536589
1,2022,"COMO",3.374645111,0.012257196,1488.828659,148.7112115,0.328270754,0.026157638
2,2022,"COMO",2.033501423,0.007353901,1025.46282,101.9833357,0.21221422,0.016836473
3,2022,"COMO",0.01,0.001,885.1114977,89.33217549,0.204615685,0.016454796
4,2022,"COMO",2.132754263,0.007833521,1178.721327,119.0592994,0.238474112,0.019215902
5,2022,"COMO",2.20398335933333,0.00791800833333333,586.761765733333,57.94977166,0.438451608333333,0.034356681
6,2022,"COMO",0.827868812428571,0.00327697657142857,584.353605014286,51.39525578,0.440933079428571,0.0304122738571429
7,2022,"COMO",6.328913392,0.0177849895,602.28979225,43.528150305,0.5143525675,0.02849707
8,2022,"COMO",8.07982675,0.023413165,758.75770145,57.113962185,0.5037268155,0.029191274
9,2022,"COMO",9.280382351,0.029000702,649.7770735,53.61499336,0.377145838,0.024227271
10,2022,"COMO",6.062333024,0.02100236,541.8633955,50.87421784,0.473861486,0.035181381
11,2022,"COMO",3.438308321,0.012493526,803.6332279,80.19586906,0.160368688,0.012756507
12,2022,"COMO",1.017074555,0.003762434,281.3659135,28.62355467,0.145350894,0.011796064
1,2023,"COMO",4.447129392,0.016287791,1206.291271,121.4984043,0.537176855,0.043162146
2,2023,"COMO",4.479337413,0.016188212,657.1515974,65.22357055,0.194721946,0.015405365
3,2023,"COMO",5.353929059,0.019525892,668.3210724,67.02848494,0.163192369,0.013056941
4,2023,"COMO",6.709318834,0.024276144,1336.592328,132.8171454,0.267340017,0.021175674
5,2023,"COMO",1.6877228946,0.005965011,617.92188844,60.066260672,0.3466073002,0.02694857
6,2023,"COMO",1.268442173375,0.0041242685,471.9954861375,40.827255,0.363647201875,0.0247875955
7,2023,"COMO",2.41408205375,0.00691422275,591.78363055,44.4793989775,0.32619919675,0.0189696345
8,2023,"COMO",6.006668515,0.017638454,578.8947794,44.20582941,0.227197173,0.013383831
9,2023,"COMO",5.706521699,0.018050763,593.0887915,49.82385366,0.001,0.001
10,2023,"COMO",7.150129538,0.025147298,521.2809257,49.88297238,0.171337284,0.012996307
11,2023,"COMO",10.25131907,0.037063414,1015.00033,100.98554,0.356340433,0.028294386
12,2023,"COMO",0.877984722,0.003192167,270.4840184,27.0624834,0.173176342,0.013827917
3,2024,"COMO",1.810757231,0.006596385,513.4388894,51.40192119,0.168667115,0.013465227
4,2024,"COMO",1.420301721,0.005194544,678.3739475,68.22946497,0.168497136,0.013519564
5,2024,"COMO",1.44814335666667,0.00527676133333333,488.547839233333,48.0532324033333,0.161270254666667,0.012667146
6,2024,"COMO",1.34370145655556,0.00439077888888889,478.615219388889,40.28152851,0.163179917333333,0.010710138
7,2024,"COMO",2.2855277035,0.00693761675,485.5872408,38.1334280175,0.19814267,0.01209730625
8,2024,"COMO",101.7103089,0.280544286,1547.757175,109.3649455,0.213457839,0.011531253
9,2024,"COMO",4.845858352,0.014479741,602.4513333,47.08002143,0.234012748,0.01415581
10,2024,"COMO",6.204848148,0.020931807,561.4610428,51.16162561,0.231828361,0.016671955
12,2024,"COMO",4.801690958,0.016908438,645.6458306,62.31405345,0.168471655,0.012945346
1,2025,"COMO",1.281122333,0.004568069,280.812008,27.55402737,0.203436982,0.015930943
2,2025,"COMO",3.598203597,0.013052466,604.598051,60.27238805,0.175340699,0.013938853
3,2025,"COMO",4.972710576,0.018209464,611.0931326,61.49732248,0.165502334,0.013281453
4,2025,"COMO",9.721025613,0.035321702,1043.445315,104.2013072,0.244664283,0.019484271
5,2025,"COMO",1.94676308866667,0.00727261366666667,535.7581277,51.79437839,1.045567756,0.0815633483333333
6,2025,"COMO",1.24302243988889,0.00416995333333333,433.452097088889,37.0071658955556,0.224061789777778,0.0150459534444444
6,2016,"CRAM",148.405,0.30425,2155.5,97.175,0.5725,0.021
7,2016,"CRAM",190.09,0.32775,1467.25,80.4,0.40275,0.0125
8,2016,"CRAM",2935.0575,6.70025,4023.5,219.05,0.52275,0.015
9,2016,"CRAM",6145.8625,14.456375,2395.875,135.5375,0.710625,0.02375
10,2016,"CRAM",18874.34,44.702,4107,252,0.4655,0.0195
11,2016,"CRAM",6558.39571428571,15.2281428571429,2820.57142857143,171.728571428571,0.676714285714286,0.0311428571428571
2,2017,"CRAM",2.75,0.007,1202,89.1,0.737,0.044
4,2017,"CRAM",115.365,0.26425,1891.75,116.3,0.68175,0.03225
6,2017,"CRAM",108.985,0.189,1690.75,89.3,0.591,0.02075
7,2017,"CRAM",372.4275,0.7775,1764.5,98.15,0.51125,0.016
8,2017,"CRAM",3421.1025,6.700625,2483,104.7375,0.397625,0.011125
10,2017,"CRAM",9894.84,23.069375,2736.375,157.5125,0.128375,0.0045
11,2017,"CRAM",217.336666666667,0.515666666666667,1124.33333333333,71.0333333333333,0.57,0.0283333333333333
2,2018,"CRAM",17.41,0.045,2342,166.4,0.677,0.038
3,2018,"CRAM",3.25,0.008,1800,128.2,0.635,0.036
5,2018,"CRAM",155.67,0.309,2615,139.3,1.02,0.039
6,2018,"CRAM",57.32,0.136,542.5,27.9,0.314,0.0105
7,2018,"CRAM",790.495,1.81,2167.5,123.05,0.001,0
8,2018,"CRAM",10500.885,24.6265,3509.5,206.3,0.001,0
9,2018,"CRAM",9596.59,22.3805,4772,276,0.491,0.0175
10,2018,"CRAM",8183.98666666667,19.122,2906.66666666667,172.533333333333,0.940333333333333,0.04
11,2018,"CRAM",56.25,0.135,1268,81,0.418,0.021
2,2019,"CRAM",3.51,0.009,1028,69.3,0.459,0.024
3,2019,"CRAM",3.78,0.01,1078,78,0.364,0.021
5,2019,"CRAM",91.45,0.212666666666667,1876.66666666667,114.6,0.366,0.017
6,2019,"CRAM",79.425,0.149,1615.5,96.7,0.412,0.0165
7,2019,"CRAM",104.305,0.18,2165.5,121.4,0.386,0.013
8,2019,"CRAM",989.96,2.2755,3678,207.9,0.6395,0.02
9,2019,"CRAM",8660.115,20.056,4012,239.35,0.1915,0.0065
10,2019,"CRAM",4091.935,9.49225,2534,150.975,0.2975,0.0125
11,2019,"CRAM",38.48,0.093,880,56.5,0.587,0.03
1,2020,"CRAM",57.72,0.151,1380,98.5,0.392,0.022
2,2020,"CRAM",3.9,0.01,1768,125.9,0.489,0.028
3,2020,"CRAM",5.21,0.014,1799,133.6,0.549,0.033
7,2020,"CRAM",3745.45,8.6255,3011,177.8,0.5975,0.019
8,2020,"CRAM",4438.92,10.387,3083,189.3,0.386,0.013
9,2020,"CRAM",14272.485,33.5775,3912.5,235.75,0.348,0.0115
2,2021,"CRAM",15.57207801,0.041676781,777.7364791,57.08903898,0.372173501,0.021758807
11,2021,"CRAM",69.02188545,0.165710197,627.606264,40.09450867,0.27381914,0.01368196
1,2022,"CRAM",19.97773593,0.05246093,922.1454834,65.9733285,0.802730504,0.045558773
2,2022,"CRAM",9.882889444,0.026160602,1399.957892,101.2308412,0.335290868,0.01926397
11,2022,"CRAM",200.6213167,0.474164101,1052.615244,66.19976691,0.366355051,0.018020875
2,2023,"CRAM",15.78045122,0.041412771,927.5877195,66.36475531,0.261756707,0.014862322
3,2023,"CRAM",449.977801,1.201643516,3842.75844,281.8263134,0.25917928,0.015151542
4,2023,"CRAM",447.1726224,1.205429835,3777.79287,279.6782984,0.21755892,0.012838539
11,2023,"CRAM",1241.532827,2.875283764,1247.871772,76.40627402,0.182643488,0.008713065
1,2024,"CRAM",226.6648109,0.584826768,764.6568994,53.68004002,0.380524581,0.021174665
2,2024,"CRAM",84.9943094,0.219525585,959.9796287,67.46218313,0.320348876,0.017844697
3,2024,"CRAM",94.30356792,0.230188144,1593.733097,104.0540743,0.391384322,0.020048685
4,2024,"CRAM",37.66945784,0.0875112085,633.1787753,38.55328944,0.240910584,0.0111921265
2,2025,"CRAM",12.86812598,0.033945624,405.5972728,29.30595053,0.381901239,0.021960033
3,2025,"CRAM",127.1263384,0.343136834,489.6742315,36.12953439,0.296157962,0.017369138
4,2025,"CRAM",331.6830858,0.741995012,1196.088734,70.02308681,0.446376185,0.020236003
5,2016,"CUPE",9.34,0.014,1357,47.9,0.399,0.01
6,2016,"CUPE",7.215,0.011,1333,46.75,0.6305,0.016
7,2016,"CUPE",6.23,0.009,1439,50.7,0.3585,0.0095
8,2016,"CUPE",6.50333333333333,0.01,1546,55.4333333333333,0.995333333333333,0.026
9,2016,"CUPE",89.63,0.135666666666667,1000.66666666667,35.8,0.706,0.0186666666666667
10,2016,"CUPE",5.605,0.0085,1222.25,43.675,1.79275,0.047
11,2016,"CUPE",5.62,0.0085,1083,38.8,1.4105,0.037
12,2016,"CUPE",6.315,0.0095,1044,37.85,0.8285,0.022
2,2017,"CUPE",4.13,0.006,1133,42.7,0.439,0.012
3,2017,"CUPE",3.485,0.0055,757.5,28.45,0.316,0.009
4,2017,"CUPE",0.01,0,1053,38.7,0.703,0.019
5,2017,"CUPE",2.215,0.003,1190.5,42.35,0.709,0.0185
6,2017,"CUPE",4.635,0.007,1123,40.35,0.6495,0.017
7,2017,"CUPE",4.44,0.0065,1585.5,54.5,0.421,0.0105
8,2017,"CUPE",8.5,0.0126666666666667,1551.66666666667,54.5333333333333,0.247666666666667,0.00633333333333333
9,2017,"CUPE",4.92,0.007,1146,40.6,0.895,0.023
11,2017,"CUPE",17.79,0.027,1228,44.1666666666667,0.409333333333333,0.0106666666666667
12,2017,"CUPE",31.55,0.048,921,33.8,0.545,0.015
1,2018,"CUPE",26.68,0.041,1911,70.7,1.069,0.029
2,2018,"CUPE",14.88,0.023,1297,48.8,0.59,0.0165
3,2018,"CUPE",27.27,0.042,1284,47.6,0.605,0.017
4,2018,"CUPE",15.21,0.023,1190.5,43.8,0.415,0.0115
5,2018,"CUPE",30.57,0.046,4751,170.7,0.916,0.024
6,2018,"CUPE",9.38,0.0135,1018.5,35,0.36,0.009
7,2018,"CUPE",17.32,0.0255,1200.5,41.65,0.6215,0.0155
8,2018,"CUPE",14.4833333333333,0.0213333333333333,1160.66666666667,40.8333333333333,0.497333333333333,0.013
9,2018,"CUPE",8.82,0.0133333333333333,1459,51.9,0.494,0.0133333333333333
10,2018,"CUPE",8.645,0.01325,1277,46.325,0.5635,0.015
11,2018,"CUPE",4.95,0.008,1249,47.1333333333333,0.358,0.0103333333333333
12,2018,"CUPE",1.26,0.002,956,35.4,0.334,0.009
1,2019,"CUPE",6.78,0.011,965,36.6,0.36,0.01
2,2019,"CUPE",0.01,0,655,24.8,0.299,0.008
3,2019,"CUPE",3.32,0.0055,957,36.1,0.383,0.0105
4,2019,"CUPE",3.4,0.0055,1146.5,42.1,0.5205,0.014
5,2019,"CUPE",5.71,0.0085,1907.5,67.55,0.6485,0.0165
6,2019,"CUPE",7.025,0.01,2381,82.75,0.623,0.016
7,2019,"CUPE",1.285,0.002,1864,64.6,0.777,0.0195
8,2019,"CUPE",5.99,0.00866666666666667,1945,66.9666666666667,1.15233333333333,0.029
9,2019,"CUPE",3.65333333333333,0.00533333333333333,2125,74.0333333333333,0.790666666666667,0.02
10,2019,"CUPE",3.3175,0.005,1439.25,51.25,0.69,0.01825
11,2019,"CUPE",11.46,0.017,1354.5,48.75,0.849,0.0225
12,2019,"CUPE",12.89,0.02,1560,56.75,0.8725,0.0235
2,2020,"CUPE",20.82,0.032,1123,41.4,0.836,0.023
3,2020,"CUPE",11.575,0.0175,1448.5,53.2,0.7445,0.0205
6,2020,"CUPE",23.09,0.034,2091,71.75,1.3725,0.0345
7,2020,"CUPE",12.885,0.019,1644,57.8,0.913,0.024
8,2020,"CUPE",13.67,0.02025,1803.75,62.975,1.30175,0.03325
9,2020,"CUPE",9.51795341275,0.014071633,1453.6898585,50.8191902525,0.980372946,0.02504981475
10,2020,"CUPE",6.023032986,0.00896537966666667,1033.7245793,36.5648331566667,0.973413036333333,0.0253566756666667
11,2020,"CUPE",6.037155057,0.00916040166666667,956.893046533333,34.7570265666667,0.968231790666667,0.0257621023333333
12,2020,"CUPE",8.869487851,0.013483629,1106.784032,40.24983986,0.982238351,0.02620956
1,2021,"CUPE",6.194791455,0.009592841,908.6571036,33.81487352,0.74466022,0.020389377
3,2021,"CUPE",12.708875525,0.0197831925,1059.6809735,39.75046953,0.5157991955,0.0143163895
4,2021,"CUPE",17.0738612,0.0260253715,1194.845892,43.56605322,0.3022874955,0.0080889485
5,2021,"CUPE",15.80702994,0.0238459655,1213.376913,43.87029373,0.310225936,0.008241389
6,2021,"CUPE",15.95421348,0.02391229,1198.310892,42.79295085,0.101292384,0.002647765
7,2021,"CUPE",15.560000165,0.022796766,1116.9720145,38.846503515,1.0552083645,0.0266568545
8,2021,"CUPE",14.3401349866667,0.0211719986666667,1231.6721289,43.19073923,0.901732445666667,0.0230153386666667
9,2021,"CUPE",10.392673273,0.015326893,984.01066725,34.453670335,0.244442322,0.0062363445
10,2021,"CUPE",7.96273509366667,0.011792796,1017.08703723333,35.7593861166667,0.488637978666667,0.0126233906666667
11,2021,"CUPE",8.396627999,0.0127574103333333,1012.3292442,36.7527160666667,0.673846601,0.0179326036666667
12,2021,"CUPE",2.262896246,0.003504828,676.7718922,25.20470475,0.750439997,0.020570429
1,2022,"CUPE",6.269276207,0.009828792,948.1553006,35.8676706,0.623193095,0.017387481
2,2022,"CUPE",8.429994176,0.013226905,905.7175147,34.26996364,0.307202131,0.008570079
3,2022,"CUPE",7.06790834,0.011012323,1001.17275035,37.590592555,0.368832248,0.010218956
4,2022,"CUPE",10.080553537,0.015745611,987.6764886,37.179814775,0.3084380535,0.0085523195
5,2022,"CUPE",7.506415918,0.0113720385,1036.26182725,37.49855046,0.787308931,0.0209122525
6,2022,"CUPE",17.552653575,0.0257996,1329.424517,46.28606443,0.3930506835,0.0105425665
7,2022,"CUPE",13.965512895,0.020890555,1180.01682,42.037719805,0.670740613,0.017491878
8,2022,"CUPE",13.767388568,0.0203939833333333,1116.8397138,39.31213224,0.754572545333333,0.0196304803333333
9,2022,"CUPE",4.3450767285,0.0065276695,980.8889107,34.84576761,0.5273666585,0.0137752245
10,2022,"CUPE",3.81500681,0.00571369825,797.41126595,28.4496195225,0.41742138,0.0108818545
11,2022,"CUPE",2.3656382445,0.003583512,1006.98620275,36.688632285,0.3733494425,0.0100226255
12,2022,"CUPE",0.01,0.001,1009.901768,37.24472215,0.296752419,0.008041163
1,2023,"CUPE",2.674710991,0.004151736,858.6051837,32.06518661,0.199126293,0.005475289
2,2023,"CUPE",0.01,0.001,1157.82736,44.08732111,0.195226857,0.005486576
3,2023,"CUPE",0.6104246285,0.0014416325,7150.9513165,269.1244919,0.2535537175,0.007039623
4,2023,"CUPE",0.01,0.001,1106.4601905,41.027707695,0.271046947,0.0073927445
5,2023,"CUPE",3.0380461315,0.004485661,1111.42638,38.919922945,0.2511485305,0.006417434
6,2023,"CUPE",2.973867763,0.004265353,1233.472214,41.6777623,0.413890501,0.010167432
7,2023,"CUPE",6.77894674066667,0.00988572533333333,1369.88961033333,46.7572232333333,0.287945337,0.00715054333333333
8,2023,"CUPE",1.899371106,0.0027149255,1205.622408,40.65903286,0.27634936,0.006757754
9,2023,"CUPE",1.53497194166667,0.00256681066666667,1114.85788433333,38.4329061366667,0.419491622,0.0108003463333333
10,2023,"CUPE",1.11988632575,0.00211325975,1011.954568375,35.0135125975,0.47146285825,0.0119121995
11,2023,"CUPE",5.42248854766667,0.00813189833333333,1149.21969733333,40.9764322366667,0.521428736333333,0.013570271
12,2023,"CUPE",1.131092232,0.001714665,378.1889928,13.67547062,0.233484029,0.006184258
1,2024,"CUPE",11.6346463,0.01824822,1035.034444,39.10303271,0.573690989,0.015968805
2,2024,"CUPE",2.8809412115,0.0044296325,1197.3604705,43.988613165,0.2459976465,0.00661931
3,2024,"CUPE",1.9130125,0.002993871,1206.424018,45.45200197,0.23080441,0.006404505
4,2024,"CUPE",2.6295737135,0.00398963,832.384457,30.125782355,0.678932139,0.0180128965
5,2024,"CUPE",6.713240801,0.009896616,978.4752473,34.17396679,0.277840551,0.007078832
6,2024,"CUPE",2.511149523,0.0041945495,1008.08669075,34.99489021,0.159669409,0.004555324
7,2024,"CUPE",4.4693990015,0.0065798155,388.11835635,13.54645176,0.297928866,0.00758549
8,2024,"CUPE",32.0405165656667,0.047689826,1056.02999446667,37.0458508133333,0.254123397333333,0.006514712
9,2024,"CUPE",6.485064516,0.0097246505,906.70248505,32.32955224,0.3271135305,0.0085271025
10,2024,"CUPE",3.959572003,0.00588178175,926.878530525,32.6633422175,0.315416518,0.00811538175
11,2024,"CUPE",2.40420148266667,0.00399085466666667,893.407205566667,32.3930362233333,0.307488766,0.00816249666666667
12,2024,"CUPE",0.01,0.001,1001.388225,35.97671023,0.325157582,0.008550919
1,2025,"CUPE",4.798177066,0.007483867,906.6280718,34.00291551,0.303753112,0.00838486
2,2025,"CUPE",4.466821462,0.006884423,1226.314633,45.31683747,0.387192919,0.010512938
3,2025,"CUPE",0.7428613535,0.001149331,1195.761486,44.38202211,0.3129859375,0.0085382825
4,2025,"CUPE",4.2171719745,0.0064619595,1090.8889939,39.89185882,0.2871959195,0.0077099775
5,2025,"CUPE",1.069961561,0.0020137665,598.5846323,21.78217823,0.2960390685,0.007861049
6,2025,"CUPE",2.446254518,0.003646823,1096.5685504,38.938275315,0.3667796045,0.009524205
3,2017,"FLNT",140.39,0.230333333333333,1965.33333333333,78.5666666666667,1.36733333333333,0.0406666666666667
4,2017,"FLNT",182.12,0.281333333333333,2545.66666666667,94.8666666666667,0.780333333333333,0.0216666666666667
5,2017,"FLNT",166.2,0.242,2678,93.3,2.322,0.0585
6,2017,"FLNT",262.07,0.3635,3573,116.25,1.365,0.032
9,2017,"FLNT",125.47,0.185,2214,77.8,1.215,0.031
10,2017,"FLNT",72.89,0.104,939,31.7,0.646,0.016
11,2017,"FLNT",34.26,0.0555,1580,62.45,0.8535,0.0255
12,2017,"FLNT",33.66,0.062,876,41,0.407,0.015
1,2018,"FLNT",32.8966666666667,0.0626666666666667,994,48.5333333333333,1.15133333333333,0.043
2,2018,"FLNT",45.51,0.077,1705.66666666667,70.5333333333333,0.937,0.029
3,2018,"FLNT",35.1733333333333,0.0606666666666667,1407,60.1666666666667,0.853,0.0273333333333333
4,2018,"FLNT",55.8033333333333,0.089,1971,76.9666666666667,0.917,0.0266666666666667
5,2018,"FLNT",230.385,0.324,3438,113.6,4.803,0.1145
6,2018,"FLNT",223.505,0.298,2755,85.6,1.139,0.0255
7,2018,"FLNT",133.9,0.175,3691,111.3,1.29,0.028
8,2018,"FLNT",283.89,0.38,3955,123,2.045,0.046
9,2018,"FLNT",191.91,0.258,3619.5,113.35,2.6035,0.059
10,2018,"FLNT",323.53,0.484,3633,130.2,2.452,0.065
11,2018,"FLNT",136.03,0.2365,2119,91.35,0.8835,0.029
1,2019,"FLNT",106.7,0.201,2160,103.2,1.195,0.044
2,2019,"FLNT",115.936666666667,0.206,2126,95.5666666666667,1.02233333333333,0.0343333333333333
3,2019,"FLNT",124.48,0.2105,1749.75,73.1,0.693,0.02175
4,2019,"FLNT",119.326,0.1868,1996.2,75.54,1.02,0.0286
5,2019,"FLNT",158.94,0.232,2779,96,1.627,0.041
6,2019,"FLNT",169.115,0.228,3305.5,103.35,2.037,0.046
7,2019,"FLNT",190.14,0.251,4080,124.2,2.432,0.053
8,2019,"FLNT",129.8,0.1715,2802,85.45,1.849,0.0405
9,2019,"FLNT",64.105,0.088,2813,90.75,2.4955,0.0585
10,2019,"FLNT",102.49,0.144,2323,76.4,1.895,0.045
11,2019,"FLNT",57.01,0.0985,1236.5,53.2,0.7935,0.0255
12,2019,"FLNT",45.655,0.0825,1774,80.25,0.9835,0.0335
1,2020,"FLNT",79.355,0.148,1738.5,81.4,0.8365,0.03
2,2020,"FLNT",54.31,0.103,1357,65.8,0.744,0.028
3,2020,"FLNT",116.12,0.18,2956,110.3,1.984,0.055
6,2020,"FLNT",105.405,0.1545,2505,87.3,1.357,0.0345
10,2020,"FLNT",36.94321943,0.054531033,1224.098386,43.12462009,1.353598869,0.034941753
11,2020,"FLNT",142.6775736,0.222941827,1405.860315,53.09738739,1.209219383,0.033719329
3,2021,"FLNT",67.01527888,0.111297834,1521.453254,62.151124445,0.5117500265,0.0156112495
4,2021,"FLNT",57.82084575,0.09145623,1537.675652,58.99252394,0.787543264,0.0223695975
5,2021,"FLNT",92.097934825,0.1351449205,1380.943802,48.073384335,0.7775928205,0.019798433
6,2021,"FLNT",79.796039855,0.1114507565,1278.1874115,41.729611875,0.8971378205,0.021471082
7,2021,"FLNT",113.8007043,0.155392428,1271.940002,40.50657617,0.826611632,0.019023507
8,2021,"FLNT",130.0080155,0.173081807,1641.228357,50.5943841,0.9854986,0.021859805
3,2022,"FLNT",82.10615733,0.1363380565,1172.47576975,47.91544462,0.6009906675,0.018318949
4,2022,"FLNT",147.6605487,0.220810772,1529.006983,54.60258818,0.784334329,0.0205305
5,2022,"FLNT",117.289192053333,0.167655686333333,1273.5979969,43.1195740266667,0.812927264,0.0200333006666667
7,2022,"FLNT",176.9609492,0.224662567,1040.244652,30.24753254,1.377095877,0.028623656
8,2022,"FLNT",135.29770844,0.1771873105,1283.2917925,38.75514201,0.5251216025,0.0113472165
9,2022,"FLNT",149.4038088,0.206846409,1435.635174,46.5368221,0.680270143,0.015972746
10,2022,"FLNT",99.95733257,0.15189831,1016.82412,37.1339622,0.857358345,0.023036998
11,2022,"FLNT",78.214689575,0.1244146075,934.53170445,36.467573495,0.567342852,0.0163408615
12,2022,"FLNT",68.445572345,0.1166647385,1395.10952,58.98173446,0.7172376785,0.0227621825
1,2023,"FLNT",56.45548125,0.1075765485,948.01657665,46.11166822,0.329449889,0.012185428
2,2023,"FLNT",70.04336856,0.1260333495,1366.8831235,62.01201884,0.6139158415,0.0211779095
3,2023,"FLNT",72.2678423266667,0.118002418666667,1048.83230056667,42.0914000233333,0.446065835333333,0.0133327543333333
4,2023,"FLNT",135.041962466667,0.214139178,1501.461797,57.9322739766667,0.595680665,0.0169872393333333
5,2023,"FLNT",121.008230275,0.1715866365,1235.5174885,41.138927285,0.468372588,0.0113220345
6,2023,"FLNT",133.16517625,0.187512062,1643.3578555,54.64670733,0.5543226615,0.013239173
7,2023,"FLNT",177.5468531,0.235643637,1909.980235,58.66574393,0.016367581,0.001
8,2023,"FLNT",192.5600974,0.250942985,1755.73245,52.594898815,1.075390823,0.0231088445
9,2023,"FLNT",171.208459,0.22957162,1590.568288,49.439704,0.865979298,0.019380954
10,2023,"FLNT",69.681397825,0.1093793295,745.0313761,28.303861875,0.5614531325,0.0156446135
12,2023,"FLNT",59.92733733,0.112649014,904.9604877,43.23028721,0.408627378,0.014852015
1,2024,"FLNT",55.072876565,0.1079836915,1184.308909,59.3433296,0.6002986705,0.022951297
2,2024,"FLNT",89.11306298,0.158565817,1157.421728,51.57851819,0.438079221,0.014723839
3,2024,"FLNT",58.80381753,0.099060182,1371.581603,56.90519457,0.408157379,0.012644034
4,2024,"FLNT",193.89710025,0.298792655,1806.2503365,67.13123506,0.683167248,0.01860968
5,2024,"FLNT",117.7596409,0.16997863,1025.496216,35.04913474,0.584200772,0.014560569
6,2024,"FLNT",207.93066575,0.284111778,1823.0151875,58.194079155,0.7821064995,0.018019963
7,2024,"FLNT",211.6338604,0.276359324,1690.128533,50.96442186,0.77376526,0.016760902
9,2024,"FLNT",164.3693583,0.229348825,1598.955976,52.416172505,0.719426966,0.017104246
10,2024,"FLNT",157.0768638,0.24098196,1920.498268,70.92902674,0.6601565,0.017957481
11,2024,"FLNT",97.75589664,0.155434653,1397.240943,53.91841189,0.714628402,0.020410252
12,2024,"FLNT",62.886803485,0.116172642,967.6784844,45.17674134,0.4538343355,0.0160436375
2,2025,"FLNT",46.998556495,0.0846729215,849.69250555,38.40614291,0.413548972,0.014156454
3,2025,"FLNT",75.77641488,0.127311575333333,1209.67723323333,50.54955144,0.433487353666667,0.0135876203333333
